01/01/2013 05:31,Neutral
01/01/2013 06:55,Neutral
01/01/2013 07:36,Bullish
01/01/2013 07:51,Bearish
01/01/2013 07:56,Bearish
01/01/2013 08:02,Neutral
01/01/2013 08:13,Bearish
01/01/2013 08:14,Neutral
01/01/2013 08:45,Neutral
01/01/2013 08:55,Neutral
01/01/2013 09:31,Bearish
01/01/2013 09:48,Bearish
01/01/2013 09:53,Bearish
01/01/2013 11:08,Neutral
01/01/2013 11:23,Neutral
01/01/2013 11:28,Bearish
01/01/2013 12:07,Neutral
01/01/2013 12:11,Neutral
01/01/2013 12:26,Neutral
01/01/2013 12:33,Neutral
01/01/2013 12:38,Bullish
01/01/2013 12:39,Bullish
01/01/2013 13:17,Neutral
01/01/2013 13:36,Neutral
01/01/2013 13:41,Bearish
01/01/2013 14:56,Neutral
01/01/2013 15:17,Bearish
01/01/2013 15:35,Bearish
01/01/2013 15:59,Neutral
01/01/2013 17:32,Neutral
01/01/2013 17:39,Neutral
01/01/2013 18:07,Neutral
01/01/2013 18:12,Neutral
01/01/2013 18:38,Neutral
01/01/2013 19:07,Bullish
01/01/2013 19:11,Neutral
01/01/2013 19:16,Neutral
01/01/2013 19:41,Neutral
01/01/2013 19:54,Neutral
01/01/2013 19:55,Neutral
01/01/2013 20:37,Neutral
01/01/2013 20:50,Neutral
01/01/2013 21:01,Neutral
01/01/2013 21:02,Bearish
01/01/2013 21:03,Neutral
01/01/2013 21:20,Bearish
01/01/2013 21:29,Neutral
01/01/2013 21:30,Neutral
01/01/2013 21:50,Neutral
01/01/2013 21:51,Bearish
01/01/2013 22:28,Neutral
01/01/2013 22:43,Bullish
01/01/2013 23:23,Neutral
01/01/2013 23:34,Bullish
01/02/2013 01:55,Neutral
01/02/2013 02:00,Neutral
01/02/2013 03:21,Neutral
01/02/2013 04:00,Neutral
01/02/2013 04:09,Neutral
01/02/2013 04:35,Neutral
01/02/2013 04:59,Neutral
01/02/2013 05:04,Neutral
01/02/2013 05:09,Bullish
01/02/2013 05:19,Neutral
01/02/2013 05:23,Neutral
01/02/2013 05:25,Neutral
01/02/2013 05:25,Bullish
01/02/2013 05:26,Neutral
01/02/2013 05:27,Bullish
01/02/2013 05:27,Neutral
01/02/2013 05:28,Neutral
01/02/2013 05:32,Neutral
01/02/2013 05:34,Bearish
01/02/2013 05:35,Bearish
01/02/2013 05:37,Neutral
01/02/2013 05:51,Bearish
01/02/2013 06:02,Bearish
01/02/2013 06:02,Bearish
01/02/2013 06:14,Bearish
01/02/2013 06:15,Bullish
01/02/2013 06:24,Neutral
01/02/2013 06:40,Neutral
01/02/2013 06:45,Neutral
01/02/2013 06:48,Bullish
01/02/2013 06:52,Bearish
01/02/2013 06:52,Bearish
01/02/2013 06:54,Neutral
01/02/2013 06:57,Neutral
01/02/2013 06:58,Bearish
01/02/2013 07:04,Bearish
01/02/2013 07:19,Bullish
01/02/2013 07:26,Neutral
01/02/2013 07:27,Bullish
01/02/2013 07:27,Neutral
01/02/2013 07:28,Neutral
01/02/2013 07:29,Bullish
01/02/2013 07:30,Neutral
01/02/2013 07:32,Neutral
01/02/2013 07:33,Neutral
01/02/2013 07:34,Neutral
01/02/2013 07:34,Neutral
01/02/2013 07:35,Bearish
01/02/2013 07:36,Neutral
01/02/2013 07:37,Bullish
01/02/2013 07:38,Neutral
01/02/2013 07:41,Neutral
01/02/2013 07:42,Neutral
01/02/2013 07:43,Neutral
01/02/2013 07:45,Neutral
01/02/2013 07:46,Bullish
01/02/2013 07:46,Bearish
01/02/2013 07:51,Neutral
01/02/2013 07:53,Neutral
01/02/2013 07:56,Neutral
01/02/2013 07:58,Bearish
01/02/2013 07:58,Neutral
01/02/2013 08:00,Neutral
01/02/2013 08:00,Neutral
01/02/2013 08:02,Neutral
01/02/2013 08:05,Bearish
01/02/2013 08:05,Bearish
01/02/2013 08:07,Bullish
01/02/2013 08:10,Neutral
01/02/2013 08:11,Neutral
01/02/2013 08:12,Neutral
01/02/2013 08:13,Bullish
01/02/2013 08:16,Neutral
01/02/2013 08:16,Neutral
01/02/2013 08:17,Neutral
01/02/2013 08:22,Neutral
01/02/2013 08:31,Neutral
01/02/2013 08:36,Neutral
01/02/2013 08:41,Neutral
01/02/2013 08:43,Neutral
01/02/2013 08:44,Neutral
01/02/2013 08:45,Bearish
01/02/2013 08:45,Neutral
01/02/2013 08:47,Bullish
01/02/2013 08:52,Neutral
01/02/2013 08:53,Neutral
01/02/2013 08:53,Bearish
01/02/2013 08:57,Bearish
01/02/2013 08:58,Neutral
01/02/2013 08:59,Bullish
01/02/2013 09:03,Neutral
01/02/2013 09:06,Neutral
01/02/2013 09:15,Bullish
01/02/2013 09:29,Neutral
01/02/2013 09:32,Bearish
01/02/2013 09:38,Neutral
01/02/2013 09:50,Neutral
01/02/2013 09:51,Neutral
01/02/2013 09:53,Neutral
01/02/2013 09:55,Neutral
01/02/2013 10:07,Bullish
01/02/2013 10:16,Neutral
01/02/2013 10:17,Neutral
01/02/2013 10:17,Neutral
01/02/2013 10:22,Bearish
01/02/2013 10:25,Neutral
01/02/2013 10:25,Bearish
01/02/2013 10:32,Bearish
01/02/2013 10:43,Neutral
01/02/2013 10:43,Bullish
01/02/2013 10:49,Neutral
01/02/2013 10:54,Neutral
01/02/2013 11:03,Bearish
01/02/2013 11:04,Neutral
01/02/2013 11:06,Bullish
01/02/2013 11:07,Neutral
01/02/2013 11:08,Bearish
01/02/2013 11:09,Bearish
01/02/2013 11:11,Bearish
01/02/2013 11:11,Bullish
01/02/2013 11:19,Bearish
01/02/2013 11:21,Neutral
01/02/2013 11:21,Bullish
01/02/2013 11:24,Neutral
01/02/2013 11:24,Bullish
